name,description,category,type,height,weight
scraggy,"Scraggy live in small groups. They have a habit of headbutting, and will headbutt anyone who makes eye contact with it. They are even known to greet other Scraggy by headbutting, as a method to test their strength. In order to defend itself, a Scraggy will pull its skin up to its neck. Scraggy with baggier skin garner more respect amongst their peers.
",Shedding Pokémon,"dark,fighting",2′00″,26
scrafty,"Scrafty often form large groups to attack any trespassers that try to invade their territory. The leader of the group always possesses a large head crest. Scrafty can execute powerful kicks capable of smashing through concrete, even those made by Conkeldurr. Despite its tough demeanor, Scrafty can be caring to its friends, family, and turf. Scrafty is able to produce an acidic spit from its mouth.  
",Hoodlum Pokémon,"dark,fighting",3′07″,66.1
sigilyph,"Sigilyph lives in ancient ruins. It guards them and will use its psychic powers on intruders.
",Avianoid Pokémon,"psychic,flying",4′07″,30.9
yamask,"When gazing at the mask that resembles its former human self, Yamask sometimes sobs over looking at it.
Galarian Yamask is formed when an ancient clay tablet is drawn to a vengeful spirit. The slab has possessed it and absorbs its dark powers.
",Spirit Pokémon,ghost,1′08″,3.3
cofagrigus,"It is said that anyone that strays too close to a Cofagrigus will be transformed into a mummy. Gold pieces are Cofagrigus's favorite food. Because of its uncanny likeness of a sarcophagus, Cofagrigus has trapped many grave robbers that foolishly tried to steal it. 
Cofagrigus's entire body is made out of gold. Its remembrance of being human is forgotten and has been told by many people to this day. Many ancient tombs have been decorated with Cofagrigus, which also has been a symbol of wealth from many past kings. 
",Coffin Pokémon,ghost,5′07″,168.7
tirtouga,"Though slow and clumsy on land, they nevertheless could beach themselves onto shores in order to capture unsuspecting prey. Indeed, some studies suggest that a sizable portion of their meals came from terrestrial prey. Tirtouga are thought to have gone extinct because they was unable to compete with similar chelonians; although their competitors were slower, they also required less food to survive and reproduce.
",Prototurtle Pokémon,"water,rock",2′04″,36.4
carracosta,"Carracosta is an amphibious Pokémon, spending most of its time underwater and on land. Its front appendages are strongly developed and can knock out opponents in just a single slap as well as ripping a hole underneath a tanker. Carracosta consumes the shell and bones of its prey to fortify its sturdy shell. It hunts prey on dry land despite having slow land mobility.  
",Prototurtle Pokémon,"water,rock",3′11″,178.6
archen,"They dwell in the treetops of warm jungles; despite their wing-like arms, however, Archen are unable to fly. Instead, they hop from branch to branch to get around. 
They are known to be very cowardly; though aggressive at first, they will quickly retreat when threatened. Archen are thought to have gone extinct as more adept fliers evolved and out-competed them for resources. A recent publication has suggested that the connection between Archen and modern avian Pokémon may in fact be false, but the scientific community has yet to reach a consensus on the issue.
",First Bird Pokémon,"rock,flying",1′08″,20.9
archeops,"Archeops are naturally erratic creatures, being almost untameable even by non-legendary Pokémon standards. However it can understand a Trainer's commands, when it has settled down that is.
",First Bird Pokémon,"rock,flying",4′07″,70.5
trubbish,"Trubbish is formed by a chemical reaction caused by the mixture of garbage bags and industrial waste. Anyone who catches a whiff of Trubbish's stench will be knock out for a week or, rarely, sent to the hospital. Due to its insatiable appetite for garbage, Trubbish often follow people who always litter. 
Even a living room that has been littered with trash can draw in Trubbish. 
In the Alola region Trubbish and its evolution, Garbodor, are known to be prey of Alolan Grimer and Alolan Muk. 
In the Galar region, Trubbish's belches are a delicacy to Galarian Weezing. 
",Trash Bag Pokémon,poison,2′00″,68.3
